31-01-2013,2987
30-01-2013,3024
29-01-2013,3026
28-01-2013,3035
27-01-2013,3033
26-01-2013,3033
25-01-2013,3034
24-01-2013,3048
23-01-2013,3070
22-01-2013,3078
21-01-2013,3074
20-01-2013,3057
19-01-2013,3057
18-01-2013,3063
17-01-2013,3073
16-01-2013,3089
15-01-2013,3086
14-01-2013,3074
13-01-2013,3079
12-01-2013,3079
11-01-2013,3074
10-01-2013,3093
09-01-2013,3079
08-01-2013,3094
07-01-2013,3089
06-01-2013,3090
05-01-2013,3090
04-01-2013,3076
03-01-2013,3096
02-01-2013,3105
01-01-2013,3089
28-02-2013,2955
27-02-2013,2974
26-02-2013,3004
25-02-2013,2961
24-02-2013,2961
23-02-2013,2961
22-02-2013,2947
21-02-2013,2970
20-02-2013,2959
19-02-2013,3004
18-02-2013,3018
17-02-2013,3020
16-02-2013,3020
15-02-2013,3015
14-02-2013,3047
13-02-2013,3058
11-02-2013,3081
10-02-2013,3081
06-02-2013,3060
05-02-2013,3058
04-02-2013,3031
03-02-2013,3004
02-02-2013,3004
01-02-2013,2995
31-03-2013,2941
30-03-2013,2941
29-03-2013,2945
28-03-2013,2945
27-03-2013,2963
26-03-2013,2949
25-03-2013,2961
24-03-2013,2970
23-03-2013,2970
22-03-2013,2968
21-03-2013,2983
20-03-2013,2970
19-03-2013,2986
18-03-2013,2956
17-03-2013,2938
16-03-2013,2938
15-03-2013,2935
14-03-2013,2939
13-03-2013,2949
12-03-2013,2944
11-03-2013,2932
10-03-2013,2935
09-03-2013,2935
08-03-2013,2934
07-03-2013,2941
06-03-2013,2963
05-03-2013,2959
04-03-2013,2969
03-03-2013,2974
02-03-2013,2974
01-03-2013,2971
30-04-2013,2688
29-04-2013,2713
28-04-2013,2719
27-04-2013,2719
26-04-2013,2700
25-04-2013,2699
24-04-2013,2637
23-04-2013,2615
22-04-2013,2634
21-04-2013,2606
20-04-2013,2606
19-04-2013,2579
18-04-2013,2571
17-04-2013,2568
16-04-2013,2575
15-04-2013,2564
14-04-2013,2794
13-04-2013,2794
12-04-2013,2819
11-04-2013,2919
10-04-2013,2922
09-04-2013,2965
08-04-2013,2955
07-04-2013,2976
06-04-2013,2976
05-04-2013,2970
04-04-2013,2896
03-04-2013,2882
02-04-2013,2915
01-04-2013,2948
31-05-2013,2693
30-05-2013,2713
29-05-2013,2662
28-05-2013,2645
27-05-2013,2642
26-05-2013,2642
25-05-2013,2642
24-05-2013,2638
23-05-2013,2632
22-05-2013,2605
21-05-2013,2612
20-05-2013,2613
19-05-2013,2585
18-05-2013,2585
17-05-2013,2590
16-05-2013,2606
15-05-2013,2631
14-05-2013,2673
13-05-2013,2683
12-05-2013,2699
11-05-2013,2699
10-05-2013,2685
09-05-2013,2715
08-05-2013,2712
07-05-2013,2671
06-05-2013,2707
05-05-2013,2696
04-05-2013,2696
03-05-2013,2684
02-05-2013,2689
01-05-2013,2639
30-06-2013,2567
29-06-2013,2567
28-06-2013,2559
27-06-2013,2540
26-06-2013,2609
25-06-2013,2656
24-06-2013,2670
23-06-2013,2701
22-06-2013,2701
21-06-2013,2698
20-06-2013,2697
19-06-2013,2801
18-06-2013,2794
17-06-2013,2786
16-06-2013,2786
15-06-2013,2786
14-06-2013,2780
13-06-2013,2777
12-06-2013,2791
11-06-2013,2787
10-06-2013,2795
09-06-2013,2759
08-06-2013,2759
07-06-2013,2753
06-06-2013,2793
05-06-2013,2770
04-06-2013,2699
03-06-2013,2713
02-06-2013,2680
01-06-2013,2680
31-07-2013,2818
30-07-2013,2873
29-07-2013,2821
28-07-2013,2763
27-07-2013,2763
26-07-2013,2744
25-07-2013,2738
24-07-2013,2726
23-07-2013,2757
22-07-2013,2758
21-07-2013,2671
20-07-2013,2671
19-07-2013,2669
18-07-2013,2666
17-07-2013,2634
16-07-2013,2645
15-07-2013,2646
14-07-2013,2674
13-07-2013,2674
12-07-2013,2658
11-07-2013,2667
10-07-2013,2610
09-07-2013,2604
08-07-2013,2610
07-07-2013,2604
06-07-2013,2604
05-07-2013,2583
04-07-2013,2615
03-07-2013,2630
02-07-2013,2590
01-07-2013,2597
31-08-2013,3298
30-08-2013,3303
29-08-2013,3360
28-08-2013,3329
27-08-2013,3371
26-08-2013,3186
25-08-2013,3173
24-08-2013,3173
23-08-2013,3185
22-08-2013,3113
21-08-2013,3146
20-08-2013,3081
19-08-2013,3117
18-08-2013,3079
17-08-2013,3079
16-08-2013,3072
15-08-2013,2915
14-08-2013,2921
13-08-2013,2887
12-08-2013,2886
11-08-2013,2790
10-08-2013,2790
09-08-2013,2791
08-08-2013,2792
07-08-2013,2766
06-08-2013,2761
05-08-2013,2784
04-08-2013,2845
03-08-2013,2845
02-08-2013,2854
01-08-2013,2818
30-09-2013,3042
29-09-2013,3074
28-09-2013,3074
27-09-2013,3076
26-09-2013,2984
25-09-2013,3022
24-09-2013,2975
23-09-2013,2981
22-09-2013,2991
21-09-2013,2991
20-09-2013,2989
19-09-2013,3056
18-09-2013,2994
17-09-2013,2968
16-09-2013,2968
15-09-2013,3014
14-09-2013,3014
13-09-2013,2954
12-09-2013,3000
11-09-2013,3067
10-09-2013,3074
09-09-2013,3155
08-09-2013,3186
07-09-2013,3186
06-09-2013,3187
05-09-2013,3225
04-09-2013,3260
03-09-2013,3439
02-09-2013,3305
01-09-2013,3298
31-10-2013,2975
30-10-2013,3025
29-10-2013,3015
28-10-2013,3105
27-10-2013,3071
26-10-2013,3071
25-10-2013,3076
24-10-2013,3059
23-10-2013,3021
22-10-2013,3014
21-10-2013,2974
20-10-2013,2949
19-10-2013,2949
18-10-2013,2949
17-10-2013,2956
16-10-2013,2894
15-10-2013,2888
14-10-2013,2878
13-10-2013,2835
12-10-2013,2835
11-10-2013,2838
10-10-2013,2886
09-10-2013,2923
08-10-2013,2961
07-10-2013,2949
06-10-2013,2908
05-10-2013,2908
04-10-2013,2943
03-10-2013,3009
02-10-2013,2965
01-10-2013,2951
30-11-2013,3022
29-11-2013,3023
28-11-2013,3017
27-11-2013,2997
26-11-2013,3010
25-11-2013,3007
24-11-2013,2983
23-11-2013,2983
22-11-2013,2987
21-11-2013,3023
20-11-2013,3016
19-11-2013,3024
18-11-2013,3008
17-11-2013,3033
16-11-2013,3033
15-11-2013,3035
14-11-2013,3034
13-11-2013,3000
12-11-2013,3040
11-11-2013,3016
10-11-2013,2976
09-11-2013,2976
08-11-2013,2976
07-11-2013,2993
06-11-2013,3001
05-11-2013,2969
04-11-2013,2988
03-11-2013,2986
02-11-2013,2983
01-11-2013,2985
31-12-2013,2846
30-12-2013,2840
29-12-2013,2855
28-12-2013,2855
27-12-2013,2855
26-12-2013,2858
25-12-2013,2843
24-12-2013,2845
23-12-2013,2837
22-12-2013,2855
21-12-2013,2855
20-12-2013,2861
19-12-2013,2837
18-12-2013,2877
17-12-2013,2876
16-12-2013,2890
15-12-2013,2944
14-12-2013,2944
13-12-2013,2941
12-12-2013,2920
11-12-2013,2946
10-12-2013,2949
09-12-2013,2905
08-12-2013,2897
07-12-2013,2897
06-12-2013,2899
05-12-2013,2925
04-12-2013,3076
03-12-2013,3034
02-12-2013,3002
01-12-2013,3022
