31-01-2016,2665
30-01-2016,2665
29-01-2016,2657
28-01-2016,2668
27-01-2016,2673
26-01-2016,2637
25-01-2016,2636
24-01-2016,2615
23-01-2016,2615
22-01-2016,2611
21-01-2016,2626
20-01-2016,2637
19-01-2016,2597
18-01-2016,2604
17-01-2016,2612
16-01-2016,2612
15-01-2016,2609
14-01-2016,2587
13-01-2016,2556
12-01-2016,2570
11-01-2016,2594
10-01-2016,2598
09-01-2016,2598
08-01-2016,2590
07-01-2016,2607
06-01-2016,2570
05-01-2016,2537
04-01-2016,2540
03-01-2016,2497
02-01-2016,2497
01-01-2016,2497
29-02-2016,2950
28-02-2016,2933
27-02-2016,2933
26-02-2016,2945
25-02-2016,2966
24-02-2016,2969
23-02-2016,2928
22-02-2016,2893
21-02-2016,2950
20-02-2016,2950
19-02-2016,2946
18-02-2016,2884
17-02-2016,2883
16-02-2016,2898
15-02-2016,2876
14-02-2016,2940
13-02-2016,2940
12-02-2016,2954
11-02-2016,2951
10-02-2016,2812
09-02-2016,2827
08-02-2016,2803
07-02-2016,2754
06-02-2016,2754
05-02-2016,2729
04-02-2016,2734
03-02-2016,2691
02-02-2016,2684
01-02-2016,2669
31-03-2016,2855
30-03-2016,2859
29-03-2016,2870
28-03-2016,2845
27-03-2016,2860
26-03-2016,2860
25-03-2016,2859
24-03-2016,2859
23-03-2016,2853
22-03-2016,2905
21-03-2016,2895
20-03-2016,2914
19-03-2016,2914
18-03-2016,2905
17-03-2016,2950
16-03-2016,2895
15-03-2016,2903
14-03-2016,2950
13-03-2016,2949
12-03-2016,2949
11-03-2016,2973
10-03-2016,2925
09-03-2016,2954
08-03-2016,3000
07-03-2016,2980
06-03-2016,2975
05-03-2016,2975
04-03-2016,2968
03-03-2016,2930
02-03-2016,2920
01-03-2016,2954
30-04-2016,3027
29-04-2016,3022
28-04-2016,2954
27-04-2016,2932
26-04-2016,2919
25-04-2016,2923
24-04-2016,2902
23-04-2016,2902
22-04-2016,2931
21-04-2016,2938
20-04-2016,2937
19-04-2016,2931
18-04-2016,2906
17-04-2016,2896
16-04-2016,2896
15-04-2016,2888
14-04-2016,2920
13-04-2016,2922
12-04-2016,2928
11-04-2016,2935
10-04-2016,2913
09-04-2016,2913
08-04-2016,2897
07-04-2016,2905
06-04-2016,2866
05-04-2016,2866
04-04-2016,2820
03-04-2016,2804
02-04-2016,2804
01-04-2016,2800
31-05-2016,2865
30-05-2016,2849
29-05-2016,2860
28-05-2016,2860
27-05-2016,2858
26-05-2016,2886
25-05-2016,2891
24-05-2016,2941
23-05-2016,2965
22-05-2016,2969
21-05-2016,2969
20-05-2016,2973
19-05-2016,2969
18-05-2016,2997
17-05-2016,3010
16-05-2016,3000
15-05-2016,3003
14-05-2016,3003
13-05-2016,2994
12-05-2016,2995
11-05-2016,3000
10-05-2016,2967
09-05-2016,2986
08-05-2016,3038
07-05-2016,3038
06-05-2016,3039
05-05-2016,2991
04-05-2016,3001
03-05-2016,3021
02-05-2016,3030
01-05-2016,3027
30-06-2016,3122
29-06-2016,3133
28-06-2016,3129
27-06-2016,3159
26-06-2016,3140
25-06-2016,3140
24-06-2016,3129
23-06-2016,2996
22-06-2016,3011
21-06-2016,3031
20-06-2016,3057
19-06-2016,3060
18-06-2016,3060
17-06-2016,3049
16-06-2016,3121
15-06-2016,3036
14-06-2016,3054
13-06-2016,3037
12-06-2016,3008
11-06-2016,3008
10-06-2016,3007
09-06-2016,2983
08-06-2016,2967
07-06-2016,2929
06-06-2016,2944
05-06-2016,2939
04-06-2016,2939
03-06-2016,2908
02-06-2016,2859
01-06-2016,2867
31-07-2016,3155
30-07-2016,3155
29-07-2016,3126
28-07-2016,3108
27-07-2016,3096
26-07-2016,3087
25-07-2016,3074
24-07-2016,3087
23-07-2016,3087
22-07-2016,3086
21-07-2016,3082
